CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr2,+,LOC_Os02g40800.1,24724834
Chr2,-,LOC_Os02g40810.1,24733171
Chr2,-,LOC_Os02g39330.1,23744109
Chr2,+,LOC_Os02g39340.1,23745236
Chr2,-,LOC_Os02g39350.1,23753236
Chr2,+,LOC_Os02g39950.1,24158477
Chr2,-,LOC_Os02g39970.1,24174245
Chr2,+,LOC_Os02g38494.1,23279868
Chr2,+,LOC_Os02g40830.1,24741749
Chr2,-,LOC_Os02g39380.1,23767449
Chr2,+,LOC_Os02g39390.1,23769390
Chr2,-,LOC_Os02g37690.1,22743361
Chr2,+,LOC_Os02g37694.1,22743750
Chr2,+,LOC_Os02g38580.1,23326336
Chr2,+,LOC_Os02g39400.1,23773107
Chr2,-,LOC_Os02g39410.1,23782298
Chr2,+,LOC_Os02g40000.2,24196057
Chr2,+,LOC_Os02g38680.1,23378055
Chr2,-,LOC_Os02g39490.1,23834725
Chr2,-,LOC_Os02g37856.1,22880241
Chr2,+,LOC_Os02g40010.4,24223305
Chr2,+,LOC_Os02g40030.1,24235668
Chr2,-,LOC_Os02g38750.1,23418756
Chr2,-,LOC_Os02g37870.1,22888128
Chr2,+,LOC_Os02g37880.1,22892512
Chr2,-,LOC_Os02g40040.1,24242558
Chr2,+,LOC_Os02g40070.1,24261671
Chr2,-,LOC_Os02g37910.1,22915808
Chr2,-,LOC_Os02g37920.1,22924489
Chr2,+,LOC_Os02g40100.1,24276308
Chr2,+,LOC_Os02g38800.1,23451715
Chr2,+,LOC_Os02g38810.1,23461464
Chr2,-,LOC_Os02g37940.1,22933494
Chr2,+,LOC_Os02g40240.1,24350428
Chr2,-,LOC_Os02g38820.1,23468071
Chr2,+,LOC_Os02g38840.1,23480215
Chr2,+,LOC_Os02g39570.1,23885607
Chr2,-,LOC_Os02g37970.1,22943822
Chr2,-,LOC_Os02g38029.1,22976636
Chr2,+,LOC_Os02g38040.1,22978830
Chr2,-,LOC_Os02g38860.1,23496309
Chr2,-,LOC_Os02g38940.1,23536974
Chr2,+,LOC_Os02g39580.1,23890966
Chr2,-,LOC_Os02g39600.1,23898830
Chr2,+,LOC_Os02g39620.1,23903894
Chr2,-,LOC_Os02g38050.1,22987596
Chr2,-,LOC_Os02g40340.1,24435197
Chr2,+,LOC_Os02g38970.2,23545518
Chr2,+,LOC_Os02g39630.2,23909400
Chr2,+,LOC_Os02g38060.1,22990616
Chr2,-,LOC_Os02g40410.1,24477323
Chr2,+,LOC_Os02g39000.1,23559740
Chr2,+,LOC_Os02g39010.1,23562276
Chr2,-,LOC_Os02g39700.1,23984886
Chr2,+,LOC_Os02g39710.1,23989750
Chr2,-,LOC_Os02g39720.2,23996393
Chr2,+,LOC_Os02g38120.1,23044550
Chr2,-,LOC_Os02g38130.1,23066549
Chr2,-,LOC_Os02g38160.1,23086442
Chr2,+,LOC_Os02g39040.1,23575780
Chr2,-,LOC_Os02g39050.1,23580847
Chr2,-,LOC_Os02g39730.2,24000801
Chr2,-,LOC_Os02g39764.1,24032275
Chr2,-,LOC_Os02g38190.1,23106569
Chr2,-,LOC_Os02g38200.1,23110390
Chr2,+,LOC_Os02g38210.1,23111937
Chr2,+,LOC_Os02g38220.1,23116140
Chr2,-,LOC_Os02g38240.1,23129919
Chr2,-,LOC_Os02g38250.1,23140339
Chr2,-,LOC_Os02g40454.1,24530961
Chr2,-,LOC_Os02g40460.1,24534829
Chr2,+,LOC_Os02g39070.1,23597841
Chr2,-,LOC_Os02g39100.1,23614519
Chr2,-,LOC_Os02g39800.1,24053010
Chr2,+,LOC_Os02g39820.1,24059188
Chr2,-,LOC_Os02g39830.1,24066489
Chr2,+,LOC_Os02g38260.1,23142015
Chr2,-,LOC_Os02g38290.1,23154898
Chr2,-,LOC_Os02g38300.1,23163382
Chr2,+,LOC_Os02g40510.1,24569294
Chr2,-,LOC_Os02g40514.2,24575337
Chr2,-,LOC_Os02g40530.1,24582527
Chr2,-,LOC_Os02g39160.1,23659174
Chr2,+,LOC_Os02g39180.1,23664745
Chr2,+,LOC_Os02g39850.1,24080704
Chr2,+,LOC_Os02g39880.1,24095854
Chr2,+,LOC_Os02g38340.1,23177472
Chr2,-,LOC_Os02g40664.1,24651204
Chr2,+,LOC_Os02g40680.1,24667251
Chr2,+,LOC_Os02g39200.1,23677345
Chr2,-,LOC_Os02g39890.1,24103493
Chr2,-,LOC_Os02g39920.1,24146705
Chr2,+,LOC_Os02g38386.1,23209694
Chr2,+,LOC_Os02g38392.1,23211632
Chr2,+,LOC_Os02g38410.1,23228772
Chr2,+,LOC_Os02g38430.1,23237153
Chr2,+,LOC_Os02g40690.1,24671195
Chr2,+,LOC_Os02g40710.1,24683633
Chr2,+,LOC_Os02g40770.2,24707985
Chr2,-,LOC_Os02g39290.1,23729128
Chr2,+,LOC_Os02g39300.1,23729249
Chr2,-,LOC_Os02g36550.1,22070683
Chr2,+,LOC_Os02g36570.1,22077489
Chr2,-,LOC_Os02g37610.1,22697794
Chr2,-,LOC_Os02g37654.1,22733252
Chr2,-,LOC_Os02g34810.1,20872079
Chr2,+,LOC_Os02g35600.1,21413884
Chr2,-,LOC_Os02g35620.1,21422365
Chr2,+,LOC_Os02g35630.1,21425656
Chr2,+,LOC_Os02g36590.3,22095970
Chr2,+,LOC_Os02g36600.1,22102488
Chr2,+,LOC_Os02g33610.1,20005963
Chr2,+,LOC_Os02g34840.1,20884273
Chr2,+,LOC_Os02g34850.1,20899808
Chr2,+,LOC_Os02g34860.1,20913876
Chr2,-,LOC_Os02g34884.1,20932806
Chr2,-,LOC_Os02g35640.1,21434983
Chr2,+,LOC_Os02g35650.1,21435187
Chr2,-,LOC_Os02g35660.1,21440664
Chr2,-,LOC_Os02g36680.1,22141996
Chr2,-,LOC_Os02g36700.1,22150147
Chr2,-,LOC_Os02g36710.1,22156042
Chr2,+,LOC_Os02g33710.1,20109003
Chr2,+,LOC_Os02g34930.1,20955219
Chr2,-,LOC_Os02g34940.1,20961957
Chr2,+,LOC_Os02g35700.1,21453117
Chr2,-,LOC_Os02g35720.1,21464520
Chr2,+,LOC_Os02g35750.1,21471731
Chr2,-,LOC_Os02g36740.1,22167383
Chr2,+,LOC_Os02g33770.1,20147866
Chr2,+,LOC_Os02g33780.1,20152453
Chr2,+,LOC_Os02g34970.1,20972763
Chr2,-,LOC_Os02g35760.2,21477632
Chr2,-,LOC_Os02g33820.1,20166668
Chr2,+,LOC_Os02g33840.1,20174815
Chr2,+,LOC_Os02g33860.1,20182213
Chr2,+,LOC_Os02g34990.1,20989673
Chr2,-,LOC_Os02g35000.1,20997195
Chr2,-,LOC_Os02g35010.1,21008409
Chr2,+,LOC_Os02g35830.1,21525889
Chr2,-,LOC_Os02g35840.1,21532808
Chr2,+,LOC_Os02g35860.1,21543610
Chr2,+,LOC_Os02g36830.1,22215057
Chr2,+,LOC_Os02g36840.1,22229412
Chr2,-,LOC_Os02g36850.1,22235445
Chr2,+,LOC_Os02g36870.1,22244988
Chr2,+,LOC_Os02g35039.1,21027729
Chr2,-,LOC_Os02g35060.1,21042737
Chr2,-,LOC_Os02g35880.1,21560763
Chr2,-,LOC_Os02g35890.1,21563276
Chr2,-,LOC_Os02g35900.1,21566606
Chr2,+,LOC_Os02g36880.2,22258915
Chr2,-,LOC_Os02g36940.1,22313162
Chr2,+,LOC_Os02g35080.1,21054390
Chr2,+,LOC_Os02g35940.1,21587767
Chr2,+,LOC_Os02g35950.1,21596645
Chr2,-,LOC_Os02g35970.1,21613272
Chr2,-,LOC_Os02g36950.1,22321276
Chr2,-,LOC_Os02g36960.1,22331805
Chr2,+,LOC_Os02g36974.1,22333281
Chr2,-,LOC_Os02g35090.1,21061652
Chr2,+,LOC_Os02g36030.1,21662608
Chr2,+,LOC_Os02g36070.1,21690378
Chr2,-,LOC_Os02g36990.1,22343504
Chr2,+,LOC_Os02g37020.1,22355174
Chr2,-,LOC_Os02g35100.1,21069016
Chr2,+,LOC_Os02g36110.1,21740304
Chr2,+,LOC_Os02g36140.2,21765009
Chr2,-,LOC_Os02g37030.1,22367333
Chr2,+,LOC_Os02g37060.1,22390365
Chr2,+,LOC_Os02g37070.1,22401334
Chr2,-,LOC_Os02g37080.1,22412324
Chr2,+,LOC_Os02g35140.1,21098150
Chr2,-,LOC_Os02g35144.1,21108056
Chr2,-,LOC_Os02g36190.1,21813460
Chr2,+,LOC_Os02g36210.1,21841059
Chr2,+,LOC_Os02g37090.1,22426234
Chr2,-,LOC_Os02g37094.1,22430062
Chr2,+,LOC_Os02g37100.1,22432053
Chr2,+,LOC_Os02g37109.1,22433562
Chr2,-,LOC_Os02g37120.2,22440885
Chr2,-,LOC_Os02g34410.1,20589687
Chr2,+,LOC_Os02g34430.1,20622884
Chr2,+,LOC_Os02g34460.2,20650248
Chr2,-,LOC_Os02g35180.1,21131370
Chr2,-,LOC_Os02g36220.1,21863592
Chr2,-,LOC_Os02g37130.2,22448417
Chr2,-,LOC_Os02g37150.1,22462760
Chr2,+,LOC_Os02g34470.2,20652869
Chr2,+,LOC_Os02g34500.1,20676321
Chr2,-,LOC_Os02g34510.1,20687825
Chr2,-,LOC_Os02g34540.1,20704963
Chr2,-,LOC_Os02g35230.1,21180171
Chr2,-,LOC_Os02g36264.1,21899230
Chr2,-,LOC_Os02g36280.1,21906350
Chr2,+,LOC_Os02g36300.1,21917368
Chr2,-,LOC_Os02g37190.1,22478946
Chr2,-,LOC_Os02g37254.1,22515515
Chr2,-,LOC_Os02g34560.1,20721920
Chr2,-,LOC_Os02g34570.1,20731648
Chr2,-,LOC_Os02g35310.1,21231366
Chr2,-,LOC_Os02g35315.1,21236111
Chr2,-,LOC_Os02g36330.1,21928919
Chr2,-,LOC_Os02g36340.1,21935565
Chr2,-,LOC_Os02g36350.1,21951775
Chr2,-,LOC_Os02g36360.1,21960123
Chr2,-,LOC_Os02g37309.1,22558163
Chr2,-,LOC_Os02g37330.1,22562946
Chr2,-,LOC_Os02g37360.1,22573341
Chr2,-,LOC_Os02g37380.1,22580613
Chr2,-,LOC_Os02g34600.1,20751379
Chr2,+,LOC_Os02g35470.1,21319925
Chr2,-,LOC_Os02g36390.1,21986501
Chr2,+,LOC_Os02g37420.1,22599387
Chr2,+,LOC_Os02g37470.1,22617503
Chr2,+,LOC_Os02g37480.1,22622379
Chr2,-,LOC_Os02g34630.1,20767618
Chr2,-,LOC_Os02g34650.1,20785953
Chr2,+,LOC_Os02g34680.1,20800953
Chr2,-,LOC_Os02g35490.1,21335625
Chr2,-,LOC_Os02g36400.1,21991419
Chr2,+,LOC_Os02g36450.1,22013289
Chr2,+,LOC_Os02g37540.1,22650959
Chr2,-,LOC_Os02g37580.1,22671479
Chr2,+,LOC_Os02g37590.1,22687278
Chr2,+,LOC_Os02g34690.1,20811340
Chr2,-,LOC_Os02g34710.1,20824900
Chr2,+,LOC_Os02g35500.1,21344262
Chr2,-,LOC_Os02g35540.1,21376284
Chr2,-,LOC_Os02g35560.1,21399729
Chr2,-,LOC_Os02g35590.1,21413683
Chr2,-,LOC_Os02g36490.2,22041879
Chr2,-,LOC_Os02g36500.1,22046900
Chr2,-,LOC_Os02g36505.1,22054860
Chr2,+,LOC_Os02g36520.1,22060800
Chr2,-,LOC_Os02g45670.1,27781443
Chr2,+,LOC_Os02g45690.1,27798048
Chr2,-,LOC_Os02g45700.1,27805631
Chr2,-,LOC_Os02g45710.1,27808334
Chr2,-,LOC_Os02g46680.1,28498680
Chr2,+,LOC_Os02g47400.1,28935436
Chr2,+,LOC_Os02g45750.1,27837634
Chr2,+,LOC_Os02g45770.1,27875979
Chr2,-,LOC_Os02g45780.1,27888250
Chr2,+,LOC_Os02g48060.1,29421401
Chr2,+,LOC_Os02g46730.1,28538658
Chr2,+,LOC_Os02g46740.1,28545174
Chr2,-,LOC_Os02g44820.1,27138288
Chr2,-,LOC_Os02g44860.1,27162766
Chr2,-,LOC_Os02g44870.1,27166898
Chr2,-,LOC_Os02g45810.1,27909389
Chr2,-,LOC_Os02g45820.1,27912067
Chr2,-,LOC_Os02g45850.1,27934689
Chr2,+,LOC_Os02g45860.1,27959797
Chr2,-,LOC_Os02g46750.1,28551884
Chr2,+,LOC_Os02g44880.1,27182922
Chr2,-,LOC_Os02g44890.2,27191898
Chr2,-,LOC_Os02g44910.1,27212647
Chr2,-,LOC_Os02g47420.3,28958823
Chr2,+,LOC_Os02g45920.1,27984937
Chr2,-,LOC_Os02g45930.1,27990587
Chr2,+,LOC_Os02g45950.1,27995118
Chr2,+,LOC_Os02g44940.1,27228829
Chr2,-,LOC_Os02g44975.1,27242046
Chr2,+,LOC_Os02g44980.1,27244828
Chr2,+,LOC_Os02g45000.1,27261970
Chr2,-,LOC_Os02g45010.1,27269207
Chr2,-,LOC_Os02g47440.1,28971989
Chr2,+,LOC_Os02g47450.1,28978434
Chr2,+,LOC_Os02g45980.1,28014822
Chr2,+,LOC_Os02g46830.1,28578314
Chr2,+,LOC_Os02g46839.1,28581560
Chr2,-,LOC_Os02g46860.1,28587981
Chr2,+,LOC_Os02g46910.1,28621982
Chr2,+,LOC_Os02g45054.1,27316023
Chr2,-,LOC_Os02g45070.1,27341836
Chr2,-,LOC_Os02g47490.1,29020773
Chr2,+,LOC_Os02g47500.1,29021664
Chr2,-,LOC_Os02g47510.1,29028259
Chr2,-,LOC_Os02g46030.1,28044149
Chr2,+,LOC_Os02g46930.1,28642773
Chr2,+,LOC_Os02g46940.1,28652755
Chr2,+,LOC_Os02g46956.1,28669044
Chr2,-,LOC_Os02g45090.1,27357013
Chr2,-,LOC_Os02g47560.1,29062623
Chr2,+,LOC_Os02g47570.1,29069440
Chr2,-,LOC_Os02g47580.1,29076488
Chr2,+,LOC_Os02g46090.1,28086381
Chr2,-,LOC_Os02g46100.1,28098033
Chr2,-,LOC_Os02g46120.1,28113427
Chr2,+,LOC_Os02g46130.1,28113604
Chr2,-,LOC_Os02g46970.1,28680902
Chr2,+,LOC_Os02g46990.1,28689500
Chr2,-,LOC_Os02g45100.1,27359660
Chr2,+,LOC_Os02g45120.1,27369109
Chr2,-,LOC_Os02g47600.2,29085864
Chr2,-,LOC_Os02g47610.1,29097451
Chr2,-,LOC_Os02g47620.1,29101290
Chr2,-,LOC_Os02g46150.1,28128165
Chr2,+,LOC_Os02g47010.1,28696678
Chr2,+,LOC_Os02g45150.2,27386916
Chr2,+,LOC_Os02g45170.1,27416526
Chr2,+,LOC_Os02g47640.1,29108497
Chr2,-,LOC_Os02g47670.1,29141617
Chr2,-,LOC_Os02g46210.1,28154641
Chr2,-,LOC_Os02g46220.1,28162177
Chr2,+,LOC_Os02g46260.1,28212066
Chr2,+,LOC_Os02g47110.2,28755170
Chr2,-,LOC_Os02g45200.1,27438687
Chr2,+,LOC_Os02g47130.1,28768769
Chr2,+,LOC_Os02g47140.1,28772913
Chr2,-,LOC_Os02g47150.1,28784587
Chr2,-,LOC_Os02g45270.1,27503874
Chr2,+,LOC_Os02g45344.1,27559203
Chr2,+,LOC_Os02g47760.1,29199147
Chr2,+,LOC_Os02g46290.1,28224916
Chr2,-,LOC_Os02g47170.1,28800686
Chr2,+,LOC_Os02g47180.2,28802793
Chr2,+,LOC_Os02g45390.1,27602320
Chr2,+,LOC_Os02g45420.1,27621211
Chr2,+,LOC_Os02g45450.1,27652935
Chr2,-,LOC_Os02g47800.1,29234195
Chr2,+,LOC_Os02g47830.1,29259329
Chr2,+,LOC_Os02g47850.1,29270056
Chr2,+,LOC_Os02g46340.1,28246409
Chr2,-,LOC_Os02g46350.1,28256908
Chr2,-,LOC_Os02g47210.1,28818791
Chr2,+,LOC_Os02g47220.1,28820795
Chr2,-,LOC_Os02g45460.1,27660116
Chr2,+,LOC_Os02g45480.1,27662418
Chr2,+,LOC_Os02g47860.2,29278137
Chr2,+,LOC_Os02g46380.1,28267385
Chr2,-,LOC_Os02g46440.1,28291683
Chr2,-,LOC_Os02g47230.1,28833632
Chr2,-,LOC_Os02g45490.2,27671421
Chr2,+,LOC_Os02g45520.1,27696287
Chr2,+,LOC_Os02g47870.1,29284949
Chr2,+,LOC_Os02g47890.1,29294574
Chr2,+,LOC_Os02g47900.1,29302871
Chr2,-,LOC_Os02g46460.1,28316198
Chr2,+,LOC_Os02g46480.1,28332931
Chr2,+,LOC_Os02g46500.1,28352052
Chr2,+,LOC_Os02g46510.1,28355531
Chr2,-,LOC_Os02g47280.1,28866997
Chr2,+,LOC_Os02g45530.1,27702873
Chr2,+,LOC_Os02g45540.1,27709065
Chr2,+,LOC_Os02g45570.1,27727857
Chr2,-,LOC_Os02g47930.1,29322993
Chr2,-,LOC_Os02g47940.1,29328625
Chr2,-,LOC_Os02g47950.1,29331339
Chr2,+,LOC_Os02g47970.1,29341254
Chr2,+,LOC_Os02g46520.1,28362823
Chr2,+,LOC_Os02g46560.1,28390170
Chr2,+,LOC_Os02g47310.1,28893961
Chr2,-,LOC_Os02g47320.1,28900862
Chr2,+,LOC_Os02g47350.1,28914744
Chr2,-,LOC_Os02g47370.1,28921795
Chr2,+,LOC_Os02g45620.1,27751407
Chr2,+,LOC_Os02g45650.1,27764559
Chr2,-,LOC_Os02g48000.1,29381091
Chr2,-,LOC_Os02g46600.1,28423988
Chr2,-,LOC_Os02g46610.1,28436702
Chr2,+,LOC_Os02g46620.1,28453885
Chr2,-,LOC_Os02g46640.1,28467362
Chr2,-,LOC_Os02g44010.1,26576699
Chr2,-,LOC_Os02g44040.1,26586855
Chr2,-,LOC_Os02g44740.1,27110709
Chr2,+,LOC_Os02g44770.1,27117991
Chr2,-,LOC_Os02g44780.1,27124459
Chr2,+,LOC_Os02g42210.1,25392975
Chr2,-,LOC_Os02g44080.1,26609658
Chr2,-,LOC_Os02g44090.1,26617346
Chr2,+,LOC_Os02g44100.1,26620292
Chr2,-,LOC_Os02g44102.1,26627870
Chr2,-,LOC_Os02g44104.1,26632110
Chr2,-,LOC_Os02g40840.1,24754919
Chr2,+,LOC_Os02g40860.1,24766807
Chr2,+,LOC_Os02g42290.3,25431277
Chr2,+,LOC_Os02g42300.1,25435053
Chr2,+,LOC_Os02g42310.1,25442875
Chr2,-,LOC_Os02g43110.1,25959377
Chr2,-,LOC_Os02g43120.1,25968734
Chr2,-,LOC_Os02g43130.1,25978887
Chr2,+,LOC_Os02g43150.1,25996914
Chr2,+,LOC_Os02g44108.1,26648837
Chr2,-,LOC_Os02g44111.1,26667682
Chr2,+,LOC_Os02g44120.1,26668796
Chr2,+,LOC_Os02g44130.1,26689426
Chr2,-,LOC_Os02g40900.1,24786565
Chr2,-,LOC_Os02g42314.1,25454110
Chr2,+,LOC_Os02g43170.1,26027785
Chr2,+,LOC_Os02g43180.1,26031508
Chr2,-,LOC_Os02g43250.1,26054216
Chr2,+,LOC_Os02g44132.2,26698553
Chr2,-,LOC_Os02g41460.1,24832108
Chr2,+,LOC_Os02g42320.3,25454224
Chr2,+,LOC_Os02g42330.1,25459397
Chr2,+,LOC_Os02g43280.1,26079797
Chr2,-,LOC_Os02g43290.1,26092187
Chr2,-,LOC_Os02g44220.1,26766488
Chr2,-,LOC_Os02g44230.1,26771633
Chr2,-,LOC_Os02g41480.1,24864799
Chr2,-,LOC_Os02g41510.1,24879934
Chr2,+,LOC_Os02g42350.1,25465706
Chr2,+,LOC_Os02g42370.1,25488084
Chr2,+,LOC_Os02g42374.1,25491956
Chr2,-,LOC_Os02g43300.1,26103142
Chr2,+,LOC_Os02g43314.1,26126107
Chr2,+,LOC_Os02g43330.1,26143309
Chr2,+,LOC_Os02g43350.1,26156276
Chr2,+,LOC_Os02g41520.1,24899523
Chr2,+,LOC_Os02g41550.4,24915862
Chr2,+,LOC_Os02g42380.1,25497325
Chr2,-,LOC_Os02g42412.1,25515647
Chr2,-,LOC_Os02g42440.1,25529056
Chr2,+,LOC_Os02g42450.1,25539458
Chr2,-,LOC_Os02g43360.1,26164221
Chr2,-,LOC_Os02g44250.1,26780263
Chr2,+,LOC_Os02g44270.2,26784541
Chr2,+,LOC_Os02g44300.1,26799639
Chr2,+,LOC_Os02g41580.1,24934934
Chr2,-,LOC_Os02g41590.1,24946648
Chr2,+,LOC_Os02g41610.1,24953147
Chr2,-,LOC_Os02g43430.1,26213007
Chr2,+,LOC_Os02g44320.1,26814556
Chr2,+,LOC_Os02g44330.1,26820403
Chr2,-,LOC_Os02g44340.1,26825873
Chr2,+,LOC_Os02g44360.1,26841585
Chr2,+,LOC_Os02g44370.1,26852079
Chr2,-,LOC_Os02g41650.3,24989388
Chr2,-,LOC_Os02g41670.1,24995414
Chr2,-,LOC_Os02g42550.1,25582099
Chr2,-,LOC_Os02g42580.1,25595149
Chr2,-,LOC_Os02g43480.1,26246240
Chr2,+,LOC_Os02g43519.1,26262647
Chr2,-,LOC_Os02g42585.1,25597607
Chr2,+,LOC_Os02g42590.1,25619021
Chr2,+,LOC_Os02g42600.1,25626748
Chr2,-,LOC_Os02g43550.1,26277684
Chr2,-,LOC_Os02g43594.3,26316050
Chr2,+,LOC_Os02g44500.1,26929715
Chr2,+,LOC_Os02g41780.1,25119033
Chr2,+,LOC_Os02g41800.1,25133442
Chr2,-,LOC_Os02g41840.1,25154265
Chr2,-,LOC_Os02g42620.1,25641155
Chr2,+,LOC_Os02g42640.1,25646625
Chr2,+,LOC_Os02g42650.1,25652321
Chr2,+,LOC_Os02g42660.1,25660296
Chr2,+,LOC_Os02g43620.1,26323316
Chr2,+,LOC_Os02g43690.3,26368874
Chr2,+,LOC_Os02g41860.1,25162543
Chr2,-,LOC_Os02g41890.1,25179701
Chr2,-,LOC_Os02g42700.1,25683601
Chr2,+,LOC_Os02g42710.1,25684044
Chr2,+,LOC_Os02g42730.1,25693892
Chr2,-,LOC_Os02g42740.1,25699145
Chr2,+,LOC_Os02g43700.1,26379459
Chr2,+,LOC_Os02g43720.1,26386501
Chr2,+,LOC_Os02g43740.1,26392963
Chr2,-,LOC_Os02g44530.1,26978624
Chr2,+,LOC_Os02g41904.1,25190484
Chr2,-,LOC_Os02g41954.1,25203742
Chr2,+,LOC_Os02g42810.1,25734461
Chr2,-,LOC_Os02g42820.1,25741262
Chr2,+,LOC_Os02g42850.2,25759839
Chr2,-,LOC_Os02g43750.1,26403263
Chr2,-,LOC_Os02g43770.1,26412101
Chr2,-,LOC_Os02g44550.1,26993990
Chr2,+,LOC_Os02g44570.2,27010437
Chr2,+,LOC_Os02g42000.1,25239748
Chr2,-,LOC_Os02g42020.1,25256486
Chr2,-,LOC_Os02g42040.1,25284061
Chr2,-,LOC_Os02g42880.1,25791213
Chr2,-,LOC_Os02g42890.1,25800034
Chr2,-,LOC_Os02g42910.1,25813565
Chr2,+,LOC_Os02g43820.1,26456450
Chr2,-,LOC_Os02g43830.1,26469280
Chr2,+,LOC_Os02g43840.1,26471633
Chr2,-,LOC_Os02g44599.4,27028417
Chr2,-,LOC_Os02g42940.1,25831636
Chr2,-,LOC_Os02g42950.1,25842729
Chr2,+,LOC_Os02g42960.1,25855532
Chr2,+,LOC_Os02g43860.1,26487337
Chr2,+,LOC_Os02g44630.1,27044319
Chr2,-,LOC_Os02g44642.1,27061955
Chr2,-,LOC_Os02g42150.1,25351742
Chr2,+,LOC_Os02g42990.1,25878901
Chr2,+,LOC_Os02g43000.1,25885022
Chr2,+,LOC_Os02g43020.1,25895454
Chr2,-,LOC_Os02g43865.1,26493836
Chr2,-,LOC_Os02g43870.1,26497710
Chr2,+,LOC_Os02g43920.1,26511108
Chr2,-,LOC_Os02g44654.2,27065234
Chr2,+,LOC_Os02g44680.1,27077280
Chr2,-,LOC_Os02g44704.2,27087502
Chr2,-,LOC_Os02g44710.1,27092809
Chr2,-,LOC_Os02g44720.1,27098599
Chr2,+,LOC_Os02g44730.1,27103466
Chr2,-,LOC_Os02g42200.1,25392811
Chr2,-,LOC_Os02g43030.1,25910909
Chr2,-,LOC_Os02g43040.1,25917027
Chr2,-,LOC_Os02g43090.1,25954838
Chr2,+,LOC_Os02g43930.1,26519326
Chr2,+,LOC_Os02g43940.1,26524573
Chr2,-,LOC_Os02g52950.1,32381518
Chr2,+,LOC_Os02g52960.1,32384631
Chr2,-,LOC_Os02g53690.1,32842456
Chr2,-,LOC_Os02g53700.3,32870408
Chr2,-,LOC_Os02g53000.1,32429398
Chr2,+,LOC_Os02g53030.1,32454551
Chr2,+,LOC_Os02g51410.1,31491701
Chr2,+,LOC_Os02g52150.1,31920854
Chr2,+,LOC_Os02g52160.1,31923793
Chr2,-,LOC_Os02g52170.1,31933316
Chr2,-,LOC_Os02g52180.1,31953098
Chr2,-,LOC_Os02g52190.1,31961185
Chr2,-,LOC_Os02g53050.1,32464628
Chr2,-,LOC_Os02g53060.1,32468593
Chr2,-,LOC_Os02g53080.1,32476183
Chr2,-,LOC_Os02g51414.1,31495799
Chr2,-,LOC_Os02g51430.1,31512442
Chr2,+,LOC_Os02g52210.1,31967796
Chr2,+,LOC_Os02g52220.1,31975598
Chr2,+,LOC_Os02g52230.1,31985954
Chr2,+,LOC_Os02g52260.1,31999205
Chr2,-,LOC_Os02g52270.1,32003856
Chr2,-,LOC_Os02g53120.1,32507151
Chr2,-,LOC_Os02g53130.1,32517155
Chr2,-,LOC_Os02g53140.1,32533583
Chr2,-,LOC_Os02g51440.1,31517784
Chr2,+,LOC_Os02g51460.1,31523418
Chr2,+,LOC_Os02g53720.1,32886843
Chr2,+,LOC_Os02g53740.2,32904581
Chr2,+,LOC_Os02g52280.1,32008014
Chr2,-,LOC_Os02g52290.1,32019895
Chr2,-,LOC_Os02g52314.1,32027152
Chr2,-,LOC_Os02g53150.1,32536898
Chr2,-,LOC_Os02g53200.1,32570045
Chr2,-,LOC_Os02g53210.1,32580717
Chr2,+,LOC_Os02g51480.1,31529599
Chr2,-,LOC_Os02g51490.1,31534918
Chr2,-,LOC_Os02g53750.1,32918514
Chr2,+,LOC_Os02g52340.1,32038902
Chr2,+,LOC_Os02g52360.1,32047766
Chr2,-,LOC_Os02g52370.1,32055897
Chr2,+,LOC_Os02g51550.1,31575808
Chr2,+,LOC_Os02g51590.1,31597624
Chr2,+,LOC_Os02g52390.1,32062238
Chr2,-,LOC_Os02g52410.1,32080488
Chr2,-,LOC_Os02g52420.1,32085569
Chr2,+,LOC_Os02g51600.1,31601366
Chr2,-,LOC_Os02g51610.1,31608153
Chr2,-,LOC_Os02g51620.1,31614169
Chr2,+,LOC_Os02g53790.1,32951605
Chr2,+,LOC_Os02g53810.1,32957419
Chr2,-,LOC_Os02g52430.2,32090304
Chr2,-,LOC_Os02g53250.1,32595828
Chr2,+,LOC_Os02g53260.1,32597493
Chr2,+,LOC_Os02g53270.1,32602139
Chr2,-,LOC_Os02g51640.1,31627571
Chr2,+,LOC_Os02g51670.1,31648468
Chr2,+,LOC_Os02g51680.1,31663080
Chr2,+,LOC_Os02g51710.1,31676446
Chr2,+,LOC_Os02g53820.1,32961962
Chr2,+,LOC_Os02g53830.1,32965719
Chr2,-,LOC_Os02g53860.1,32987845
Chr2,-,LOC_Os02g52460.1,32098710
Chr2,+,LOC_Os02g52480.1,32111311
Chr2,-,LOC_Os02g53330.1,32648504
Chr2,+,LOC_Os02g51720.1,31683480
Chr2,-,LOC_Os02g51750.1,31700503
Chr2,+,LOC_Os02g51760.1,31704168
Chr2,-,LOC_Os02g52490.2,32120797
Chr2,+,LOC_Os02g53320.1,32643525
Chr2,-,LOC_Os02g51780.1,31716394
Chr2,+,LOC_Os02g53994.1,33070503
Chr2,+,LOC_Os02g54000.1,33073135
Chr2,+,LOC_Os02g52550.1,32155213
Chr2,+,LOC_Os02g52610.1,32179355
Chr2,+,LOC_Os02g52620.1,32189251
Chr2,+,LOC_Os02g52630.1,32191247
Chr2,-,LOC_Os02g52650.1,32201722
